REGIONE	TIPO	FUNZIONE	MONOMULTI	OPENGG	UTENTIATT_TOT	PATRIMONIO_TOT	PINT_BEF	PINT_AFT	PEST_BEF	PEST_AFT	CONSUL_BEF	CONSUL_AFT	VOL_BEF	TIRO_BEF	DIGITAL_AFT	PIATDIG_AFT	LABO_AFT	ONLINE_AFT	SOCIAL_AFT	ACCESSO_AFT	PRESTITO_AFT
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	227	515	21000	3	3	2	2	0	0	0	0	SI	SI	NO	NO	SI	NO	SI
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	40	27	4500	1	0	0	0	0	0	3	2	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Conservazione	Specialistico	200	400	150000	1	1	0	0	0	0	3	0	SI	NO	NO	SI	NO	NO	NO
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	300	20	1520	1	1	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	20	30	2119	0	0	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	45	50	68000	3	3	0	0	0	0	0	0	SI	SI	NO	NO	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	30	20	10500	1	0	0	0	1	0	0	1	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	128	18	135040	3	2	0	0	1	1	1	0	NO	NO	NO	NO	NO	NO	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	241	250	51000	11	10	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	SI
Lazio	Privata	Conservazione	Specialistico	170	300	190000	3	3	0	0	1	1	6	1	SI	NO	NO	NO	NO	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	140	1000	145900	1	1	0	0	0	1	2	0	SI	NO	NO	SI	SI	SI	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	40	280	47000	5	5	0	0	1	1	0	0	SI	NO	NO	NO	NO	NO	SI
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	60	12	70000	3	3	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	144	225	66000	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	SI	NO
Lazio	Privata	Pubblica_lettura	Specialistico	125	100	17505	2	2	0	0	1	1	0	1	SI	NO	NO	SI	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	115	113	18000	0	0	0	0	2	1	0	1	SI	NO	NO	SI	NO	SI	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	149	2427	1436481	26	25	31	32	0	0	0	0	SI	SI	NO	NO	SI	SI	SI
Lazio	Privata	Conservazione	Multidisciplinare	180	300	139000	2	2	0	0	0	0	2	0	SI	NO	NO	SI	SI	NO	SI
Lazio	Privata	Servizi_specializzati	Specialistico	163	45	85000	4	4	0	0	0	0	0	0	SI	SI	NO	SI	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	90	100	186000	3	3	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Lazio	Privata	Conservazione	Specialistico	105	1206	448500	1	1	0	0	9	9	6	1	SI	NO	SI	SI	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	80	45	15000	1	1	0	0	0	0	0	0	SI	NO	NO	SI	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	275	100	43950	0	0	0	0	1	1	0	0	SI	NO	NO	NO	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	30	16	16431	1	1	0	0	1	0	2	0	SI	NO	NO	SI	SI	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	212	8190	686000	39	29	0	0	0	0	0	0	SI	NO	NO	SI	SI	SI	NO
Lazio	Privata	Conservazione	Specialistico	60	20	20000	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	40	300	55000	7	7	1	1	0	0	0	0	SI	SI	NO	SI	NO	SI	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	198	350	86500	7	6	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	12	20	80000	3	4	0	0	0	0	0	1	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	242	498	1205250	28	28	2	2	3	3	0	4	NO	NO	NO	NO	NO	NO	SI
Lazio	Privata	Servizi_specializzati	Specialistico	125	20	15000	2	2	0	0	0	0	0	0	SI	NO	NO	SI	SI	NO	NO
Lazio	Privata	Conservazione	Multidisciplinare	191	204	92717	1	1	0	0	0	0	0	1	SI	NO	NO	SI	SI	SI	NO
Lazio	Privata	Conservazione	Specialistico	110	50	20000	2	2	0	0	0	0	0	0	SI	SI	SI	SI	SI	SI	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	200	772	272554	19	20	2	3	0	0	6	0	SI	NO	NO	NO	SI	NO	SI
Lazio	Pubblica	Conservazione	Multidisciplinare	132	831	402410	15	16	2	2	2	2	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	37	9	35000	2	2	0	1	0	0	0	0	SI	SI	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	42	300	265000	28	28	3	1	0	0	0	0	SI	SI	NO	NO	NO	NO	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	300	80	10000	2	2	0	0	0	0	0	3	SI	NO	NO	NO	NO	NO	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	180	400	10000	5	5	2	2	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	150	50	6000	2	2	0	0	4	4	0	0	SI	SI	NO	SI	NO	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	150	450	60000	3	3	0	0	0	0	0	0	SI	SI	SI	SI	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	143	1514	155000	11	11	0	0	0	0	0	2	SI	SI	NO	NO	SI	SI	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	225	1126	1573800	10	8	2	2	0	0	0	0	SI	NO	NO	SI	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	40	25	8030	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	213	1650	781745	21	19	15	16	0	0	0	0	SI	SI	NO	NO	NO	SI	SI
Lazio	Privata	Servizi_specializzati	Specialistico	140	70	27000	2	2	0	0	0	0	0	0	NO	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Conservazione	Specialistico	64	50	28000	1	2	0	0	0	0	0	3	SI	SI	SI	SI	SI	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	124	40	50481	3	3	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	68	0	629	4	4	1	1	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	40	98	150000	1	2	0	0	2	2	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	100	87	18000	0	0	0	0	0	0	1	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	5	200	70000	4	4	0	0	0	0	0	0	SI	NO	SI	SI	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	35	100	45000	2	2	0	0	0	0	0	0	SI	NO	SI	SI	SI	NO	SI
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	47	100	90000	6	6	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	46	31	130000	7	7	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	65	200	700000	27	27	1	1	0	0	3	2	SI	SI	NO	SI	SI	NO	SI
Lazio	Pubblica	Conservazione	Multidisciplinare	118	89	143607	5	5	4	16	2	2	0	0	SI	NO	NO	NO	SI	NO	NO
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	8	48	20000	1	1	1	1	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	110	892	38000	2	2	0	0	0	0	0	1	SI	NO	SI	SI	SI	NO	SI
Lazio	Privata	Servizi_specializzati	Specialistico	35	20	70000	2	2	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	130	6500	600000	10	9	0	0	0	0	0	1	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	171	7634	400000	26	20	0	0	0	0	2	0	SI	SI	NO	NO	NO	NO	SI
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	141	652	38498	6	4	3	3	0	0	4	0	SI	SI	SI	SI	SI	SI	SI
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	45	10	5500	2	2	0	0	0	0	0	0	NO	SI	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	70	250	15000	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	100	50	10000	1	1	0	0	1	1	0	0	SI	NO	NO	NO	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	95	35	28500	0	0	0	0	2	2	1	1	SI	SI	NO	NO	NO	SI	SI
Lazio	Privata	Servizi_specializzati	Specialistico	50	40	36400	1	1	0	0	2	2	0	0	SI	SI	NO	SI	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	150	200	2500	0	0	0	0	2	2	1	0	NO	NO	NO	SI	SI	NO	NO
Lazio	Pubblica	Conservazione	Specialistico	197	50	3200	2	2	0	0	0	0	0	0	SI	NO	NO	SI	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	60	60	5000	1	1	0	0	0	0	1	0	SI	SI	NO	NO	NO	NO	SI
Lazio	Privata	Servizi_specializzati	Specialistico	180	100	9720	1	1	0	0	1	0	5	0	SI	NO	NO	SI	SI	NO	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	30	50	13000	3	3	0	0	0	0	0	1	SI	SI	NO	SI	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	60	50	12500	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	90	100	9000	1	1	1	0	0	0	0	0	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	90	100	9000	1	1	1	1	0	0	0	0	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	173	350	35000	1	0	1	1	0	0	0	0	SI	NO	NO	NO	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	191	74	25000	1	1	0	0	3	3	0	0	SI	NO	NO	SI	SI	NO	NO
Lazio	Privata	Conservazione	Specialistico	180	15	40000	1	1	2	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	70	210	14010	1	0	0	0	0	0	0	0	SI	NO	NO	NO	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	160	200	40000	2	2	0	0	1	1	0	2	SI	SI	NO	SI	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	65	80	26000	6	6	0	0	0	0	0	0	NO	SI	NO	SI	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	168	20	70500	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	160	500	40000	2	2	0	0	0	0	0	1	NO	SI	SI	SI	SI	SI	SI
Lazio	Privata	Servizi_specializzati	Specialistico	53	100	2268150	2	2	0	0	1	1	2	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	125	0	3998	5	5	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	99	451	2974	2	2	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	125	40	13496	5	5	0	0	0	0	0	0	SI	SI	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	220	20	20000	1	1	0	0	0	4	0	0	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	120	30	6000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	120	100	68000	2	2	0	0	0	0	3	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	106	636	14422	2	2	3	3	0	0	6	0	SI	SI	SI	NO	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	46	180	40000	3	3	0	0	1	1	0	0	SI	SI	NO	NO	SI	SI	NO
Lazio	Privata	Conservazione	Multidisciplinare	160	100	26487	2	2	1	1	0	0	0	2	SI	NO	NO	SI	SI	SI	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	50	200	3000	2	2	2	2	0	0	2	0	SI	NO	SI	SI	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	70	10	5500	3	3	0	0	0	0	0	0	NO	NO	NO	NO	SI	NO	SI
Lazio	Privata	Servizi_specializzati	Specialistico	240	16	6200	0	0	0	0	1	1	0	2	NO	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Conservazione	Specialistico	60	0	5400	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	100	150	13000	2	2	0	0	2	2	2	2	NO	NO	NO	SI	SI	NO	SI
Lazio	Privata	Servizi_specializzati	Specialistico	200	50	1600	1	1	0	0	1	1	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	190	50	12000	0	0	0	0	1	1	0	1	SI	NO	SI	SI	SI	NO	SI
Lazio	Privata	Servizi_specializzati	Multidisciplinare	68	180	10300	6	2	1	1	3	1	8	0	SI	NO	SI	NO	SI	SI	SI
Lazio	Privata	Servizi_specializzati	Multidisciplinare	58	5	3919	2	2	0	0	0	1	0	0	SI	NO	NO	SI	SI	NO	NO
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	60	100	22000	4	4	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	SI
Lazio	Privata	Conservazione	Specialistico	180	8	4000	1	1	1	1	0	0	10	0	SI	NO	NO	SI	NO	SI	SI
Lazio	Privata	Servizi_specializzati	Specialistico	90	3	4000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	72	20	5350	0	0	0	0	1	2	0	0	SI	SI	NO	NO	SI	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	45	20	3000	1	1	0	0	0	1	0	0	SI	NO	NO	NO	SI	SI	NO
Lazio	Privata	Conservazione	Specialistico	60	0	2610	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	210	30	172	2	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	16	25	25000	0	0	4	1	0	0	2	3	SI	SI	NO	SI	NO	SI	NO
Lazio	Pubblica	Servizi_specializzati	Multidisciplinare	60	11	3097	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	18	0	15000	0	0	0	0	0	0	1	0	SI	NO	NO	SI	NO	NO	NO
Lazio	Privata	Conservazione	Specialistico	80	5	11500	1	1	0	0	0	0	0	0	NO	SI	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	75	211	80000	6	6	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Conservazione	Specialistico	50	10	30000	1	1	0	0	1	1	1	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	25	10	5000	0	0	0	0	0	0	3	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	60	15	5700	0	2	0	0	0	0	0	0	SI	NO	NO	SI	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	200	40	11000	1	1	0	0	0	0	0	0	NO	SI	NO	SI	NO	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	56	60	7370	0	0	1	1	0	3	2	0	SI	NO	SI	NO	SI	SI	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	3	15	7551	4	3	0	0	1	1	1	2	SI	NO	NO	NO	SI	NO	SI
Lazio	Pubblica	Servizi_specializzati	Specialistico	125	2	9132	5	5	0	0	0	0	0	0	SI	SI	NO	NO	NO	NO	NO
Lazio	Pubblica	Servizi_specializzati	Specialistico	127	124	19061	2	2	1	1	0	0	0	0	SI	SI	NO	SI	SI	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	60	5	5000	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Conservazione	Specialistico	13	138	6000	6	6	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Lazio	Privata	Servizi_specializzati	Multidisciplinare	67	78	50000	2	2	0	0	0	0	0	1	SI	NO	NO	NO	NO	SI	NO
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	50	11	12918	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	62	81	5370	5	0	0	0	0	0	5	1	SI	NO	NO	NO	NO	NO	SI
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	60	50	16659	3	3	0	0	0	0	0	0	SI	SI	SI	SI	SI	SI	SI
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	270	1000	220000	3	3	0	0	1	1	1	1	SI	NO	NO	NO	SI	NO	SI
Lazio	Privata	Conservazione	Multidisciplinare	200	50	5907	1	1	0	0	2	2	2	0	NO	NO	NO	SI	SI	NO	NO
Lazio	Privata	Servizi_specializzati	Specialistico	200	100	15000	1	1	0	3	3	3	0	0	NO	SI	NO	SI	SI	SI	NO
Lazio	Privata	Conservazione	Specialistico	160	100	20000	0	0	0	0	2	2	0	2	SI	SI	NO	NO	SI	SI	NO
Liguria	Pubblica	Conservazione	Specialistico	60	73	30000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Liguria	Privata	Conservazione	Specialistico	32	30	7500	0	0	0	0	0	0	5	0	NO	NO	NO	NO	SI	NO	NO
Liguria	Privata	Servizi_specializzati	Specialistico	157	1026	250000	3	3	0	0	1	0	0	2	SI	SI	SI	SI	SI	NO	SI
Liguria	Privata	Servizi_specializzati	Specialistico	89	456	27901	0	0	0	0	3	2	3	0	SI	NO	NO	NO	SI	SI	SI
Liguria	Privata	Conservazione	Multidisciplinare	70	30	10000	1	1	0	0	0	0	0	0	NO	NO	SI	SI	SI	NO	NO
Liguria	Pubblica	Servizi_specializzati	Specialistico	23	10	40000	3	3	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Liguria	Pubblica	Servizi_specializzati	Multidisciplinare	240	100	21735	2	1	2	2	0	0	0	0	NO	SI	NO	NO	SI	NO	SI
Liguria	Privata	Servizi_specializzati	Multidisciplinare	25	10	32074	2	2	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Privata	Servizi_specializzati	Specialistico	130	190	10000	3	3	0	0	0	0	1	2	NO	NO	NO	SI	SI	SI	NO
Liguria	Pubblica	Servizi_specializzati	Specialistico	230	7	5000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Liguria	Privata	Conservazione	Specialistico	40	30	7286	0	0	0	0	0	0	8	2	SI	NO	SI	SI	SI	NO	SI
Liguria	Pubblica	Servizi_specializzati	Specialistico	40	10	4000	1	1	0	0	1	0	0	0	SI	SI	NO	NO	NO	NO	SI
Liguria	Privata	Servizi_specializzati	Specialistico	90	0	3500	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Pubblica	Servizi_specializzati	Specialistico	144	439	6939	0	0	1	1	0	0	0	0	SI	NO	NO	NO	NO	SI	SI
Liguria	Pubblica	Servizi_specializzati	Multidisciplinare	160	223	5000	2	2	0	0	0	0	0	0	NO	NO	NO	NO	NO	SI	NO
Liguria	Privata	Servizi_specializzati	Multidisciplinare	140	40	5000	1	2	0	0	0	0	0	0	SI	NO	NO	SI	SI	SI	NO
Liguria	Pubblica	Servizi_specializzati	Multidisciplinare	40	0	2200	0	0	1	1	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Privata	Servizi_specializzati	Multidisciplinare	120	240	100000	7	7	0	0	0	0	7	0	SI	SI	NO	NO	NO	NO	NO
Liguria	Pubblica	Conservazione	Multidisciplinare	136	528	680631	37	30	1	1	1	1	0	0	SI	SI	NO	SI	SI	NO	SI
Liguria	Pubblica	Pubblica_lettura	Multidisciplinare	140	40	11000	1	1	0	0	0	0	2	0	SI	SI	SI	NO	SI	NO	SI
Liguria	Privata	Conservazione	Multidisciplinare	140	15	122000	3	3	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Liguria	Privata	Servizi_specializzati	Specialistico	196	400	117000	3	3	0	0	0	0	1	0	SI	NO	NO	NO	SI	NO	SI
Liguria	Privata	Servizi_specializzati	Specialistico	100	0	9500	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Pubblica	Servizi_specializzati	Specialistico	104	25	2500	0	0	1	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Liguria	Pubblica	Pubblica_lettura	Multidisciplinare	50	5	2150	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Privata	Servizi_specializzati	Specialistico	238	123	9279	1	1	1	1	0	0	0	0	SI	NO	NO	NO	SI	NO	SI
Liguria	Pubblica	Servizi_specializzati	Specialistico	94	47	13310	1	1	1	1	0	0	0	0	SI	NO	NO	NO	NO	NO	SI
Liguria	Pubblica	Servizi_specializzati	Specialistico	200	20	16600	3	3	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Privata	Servizi_specializzati	Specialistico	52	104	6947	0	0	1	1	0	0	0	0	SI	NO	NO	SI	NO	SI	SI
Liguria	Privata	Servizi_specializzati	Specialistico	52	104	3431	0	0	1	1	0	0	2	0	SI	NO	NO	NO	NO	SI	SI
Liguria	Pubblica	Pubblica_lettura	Multidisciplinare	210	1680	33482	2	2	0	1	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Liguria	Pubblica	Pubblica_lettura	Multidisciplinare	16	10	4500	0	0	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Privata	Conservazione	Specialistico	75	400	50000	3	3	0	0	1	1	3	1	NO	SI	NO	SI	SI	SI	NO
Liguria	Privata	Conservazione	Multidisciplinare	50	12	1350	1	1	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Privata	Servizi_specializzati	Specialistico	40	10	4500	0	0	0	0	0	0	1	0	SI	NO	NO	NO	NO	NO	NO
Liguria	Privata	Conservazione	Multidisciplinare	30	12	15500	0	0	0	0	0	0	7	0	SI	NO	NO	NO	SI	NO	SI
Liguria	Privata	Servizi_specializzati	Specialistico	80	20	7587	0	0	0	0	0	0	3	0	SI	NO	NO	NO	NO	NO	SI
Liguria	Pubblica	Servizi_specializzati	Multidisciplinare	2	30	6000	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Liguria	Privata	Conservazione	Specialistico	30	1	1000	0	0	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Liguria	Pubblica	Conservazione	Specialistico	91	521	15000	0	1	0	0	0	0	1	0	NO	SI	NO	NO	NO	NO	NO
Liguria	Privata	Servizi_specializzati	Specialistico	75	237	65000	1	1	2	2	0	0	0	1	NO	NO	NO	NO	NO	NO	NO
Lombardia	Pubblica	Conservazione	Multidisciplinare	189	34977	900000	17	17	4	4	0	3	7	0	SI	NO	NO	SI	NO	SI	SI
Lombardia	Pubblica	Pubblica_lettura	Specialistico	120	40	40000	2	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lombardia	Privata	Conservazione	Specialistico	48	737	12022	0	0	0	0	0	0	15	0	NO	SI	NO	SI	NO	SI	SI
Lombardia	Pubblica	Conservazione	Specialistico	60	296	40000	1	1	0	0	0	0	0	1	SI	NO	NO	NO	NO	NO	NO
Lombardia	Pubblica	Pubblica_lettura	Multidisciplinare	181	401	17588	1	1	0	0	0	0	0	1	SI	SI	NO	NO	NO	NO	SI
Lombardia	Privata	Servizi_specializzati	Specialistico	35	1	8000	1	1	0	0	0	0	0	0	NO	NO	NO	SI	SI	SI	NO
Lombardia	Privata	Servizi_specializzati	Specialistico	80	40	2000	1	1	0	0	0	0	0	1	SI	NO	NO	NO	NO	NO	NO
Lombardia	Pubblica	Pubblica_lettura	Multidisciplinare	50	120	6000	0	0	0	0	0	0	1	0	NO	NO	NO	NO	SI	NO	NO
Lombardia	Pubblica	Servizi_specializzati	Specialistico	44	329	35500	0	0	1	1	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Lombardia	Privata	Conservazione	Specialistico	55	20	40000	0	0	1	1	1	0	0	0	SI	NO	NO	SI	SI	SI	SI
Lombardia	Privata	Servizi_specializzati	Multidisciplinare	48	10	6902	0	0	0	0	0	0	2	0	NO	SI	NO	SI	SI	NO	NO
Lombardia	Privata	Servizi_specializzati	Specialistico	150	25	8000	1	1	0	0	0	0	3	0	NO	NO	NO	NO	SI	NO	NO
Lombardia	Privata	Servizi_specializzati	Specialistico	8	12	10104	6	4	0	0	0	0	6	0	SI	SI	NO	SI	SI	NO	NO
Lombardia	Privata	Conservazione	Multidisciplinare	30	21	70000	1	1	0	0	3	0	4	1	SI	NO	NO	NO	SI	NO	NO
Lombardia	Privata	Conservazione	Multidisciplinare	150	20	4600	1	1	0	0	0	0	0	2	SI	SI	NO	NO	NO	NO	NO
Lombardia	Privata	Servizi_specializzati	Multidisciplinare	160	100	6000	1	1	0	0	0	0	1	0	SI	NO	NO	NO	SI	NO	SI
Lombardia	Privata	Servizi_specializzati	Multidisciplinare	100	50	5000	1	1	0	0	0	0	1	0	NO	NO	NO	NO	SI	NO	NO
Lombardia	Pubblica	Servizi_specializzati	Specialistico	200	293	10000	1	1	0	0	0	0	0	0	SI	NO	NO	SI	NO	SI	NO
Lombardia	Privata	Servizi_specializzati	Multidisciplinare	70	100	130000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	SI	NO	NO
Lombardia	Privata	Servizi_specializzati	Specialistico	60	27	4600	0	0	0	0	0	0	3	0	NO	NO	NO	SI	SI	NO	NO
Lombardia	Pubblica	Servizi_specializzati	Specialistico	250	150	47352	7	6	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Lombardia	Privata	Servizi_specializzati	Specialistico	240	220	45000	1	1	0	0	1	1	2	2	SI	SI	NO	SI	SI	SI	NO
