REGIONE	TIPO	FUNZIONE	MONOMULTI	OPENGG	UTENTIATT_TOT	PATRIMONIO_TOT	PINT_BEF	PINT_AFT	PEST_BEF	PEST_AFT	CONSUL_BEF	CONSUL_AFT	VOL_BEF	TIRO_BEF	DIGITAL_AFT	PIATDIG_AFT	LABO_AFT	ONLINE_AFT	SOCIAL_AFT	ACCESSO_AFT	PRESTITO_AFT
Campania	Privata	Servizi_specializzati	Multidisciplinare	120	50	100000	2	2	0	0	2	2	5	0	SI	NO	NO	NO	NO	NO	NO
Campania	Pubblica	Servizi_specializzati	Specialistico	50	100	7552	4	4	0	0	0	0	0	4	SI	SI	NO	SI	SI	SI	NO
Campania	Privata	Servizi_specializzati	Specialistico	60	100	10000	0	0	1	1	0	0	1	0	SI	SI	NO	NO	NO	SI	NO
Campania	Pubblica	Pubblica_lettura	Multidisciplinare	60	100	18325	3	3	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Campania	Pubblica	Servizi_specializzati	Specialistico	30	15	4501	1	1	1	1	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Campania	Pubblica	Conservazione	Multidisciplinare	3	4	6000	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Campania	Privata	Conservazione	Specialistico	112	56	10723	2	2	0	0	3	3	5	1	SI	NO	NO	SI	SI	SI	NO
Campania	Privata	Conservazione	Multidisciplinare	45	0	17000	2	2	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Campania	Privata	Conservazione	Multidisciplinare	60	50	2500	0	0	0	0	2	2	2	2	SI	SI	NO	NO	NO	NO	SI
Campania	Privata	Conservazione	Multidisciplinare	20	1	510	2	2	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Campania	Privata	Conservazione	Specialistico	36	5	9300	0	0	0	0	0	0	0	0	NO	NO	NO	SI	SI	NO	NO
Campania	Pubblica	Servizi_specializzati	Specialistico	146	160	11927	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Campania	Privata	Conservazione	Multidisciplinare	35	75	500	0	0	0	0	6	6	6	0	SI	SI	NO	SI	SI	SI	NO
Campania	Privata	Servizi_specializzati	Multidisciplinare	60	20	2500	0	0	0	0	1	1	1	0	NO	NO	NO	NO	NO	NO	NO
Campania	Pubblica	Servizi_specializzati	Multidisciplinare	60	85	650	1	1	0	0	0	0	0	0	NO	NO	NO	SI	NO	NO	NO
Campania	Pubblica	Servizi_specializzati	Multidisciplinare	205	42	25082	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Campania	Privata	Servizi_specializzati	Multidisciplinare	158	451	42698	1	1	0	0	1	1	1	0	SI	NO	NO	NO	NO	SI	SI
Campania	Pubblica	Conservazione	Multidisciplinare	162	2175	390407	10	10	0	0	0	0	0	0	SI	SI	NO	NO	NO	NO	NO
Campania	Pubblica	Pubblica_lettura	Multidisciplinare	5	20	6000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Campania	Pubblica	Pubblica_lettura	Multidisciplinare	15	10	7615	2	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Campania	Pubblica	Conservazione	Multidisciplinare	213	489	98017	3	3	0	0	2	2	0	0	SI	NO	NO	NO	NO	SI	NO
Campania	Pubblica	Pubblica_lettura	Multidisciplinare	180	120	5000	1	1	0	0	0	0	3	0	NO	NO	NO	NO	SI	NO	NO
Campania	Pubblica	Pubblica_lettura	Multidisciplinare	60	20	10000	1	1	0	0	0	0	0	0	SI	NO	SI	NO	NO	NO	SI
Campania	Privata	Servizi_specializzati	Specialistico	40	24	2200	2	2	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Campania	Privata	Servizi_specializzati	Specialistico	150	400	13133	1	1	0	0	1	1	0	1	SI	NO	SI	SI	SI	NO	NO
Campania	Pubblica	Pubblica_lettura	Multidisciplinare	20	2	6000	0	0	0	0	1	0	0	0	NO	NO	NO	NO	NO	NO	NO
Campania	Privata	Conservazione	Multidisciplinare	30	60	12500	1	1	1	1	1	1	2	0	SI	NO	SI	SI	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	209	2200	82426	8	7	3	3	0	0	1	0	SI	SI	NO	NO	SI	SI	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	41	164	17576	3	3	0	0	0	0	0	0	NO	SI	NO	NO	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	40	0	1900	3	0	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	72	7	8000	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	30	2	4000	1	0	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	267	122	9714	1	1	2	2	0	0	0	0	NO	NO	NO	NO	SI	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	35	10	5000	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	100	300	6000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	1	7	6050	3	3	1	1	1	1	2	1	NO	NO	SI	NO	NO	NO	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	36	150	6000	1	0	1	1	0	0	0	0	NO	NO	SI	NO	SI	NO	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	20	120	12000	2	2	2	2	0	0	2	0	SI	NO	NO	SI	SI	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	140	65	5000	1	1	0	0	1	0	0	0	SI	NO	SI	SI	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	98	493	2166	2	2	0	0	0	0	0	0	NO	SI	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	173	3210	3073700	11	11	0	0	3	0	2	8	SI	SI	NO	SI	SI	SI	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	105	15	6300	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	161	208	185000	8	8	0	0	0	0	0	0	NO	NO	NO	SI	SI	NO	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	97	159	18020	0	0	1	1	1	1	0	2	NO	SI	NO	SI	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	80	200	123000	4	4	0	0	1	1	2	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	176	2000	40000	6	6	2	2	0	0	0	6	SI	SI	NO	NO	NO	NO	SI
Emilia_Romagna	Pubblica	Pubblica_lettura	Multidisciplinare	217	4487	1223448	33	32	23	23	0	0	7	5	SI	SI	SI	SI	SI	SI	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	98	493	45435	2	2	0	1	0	0	0	0	NO	SI	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	210	120	17863	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	177	500	101000	3	3	0	0	0	0	1	1	SI	NO	NO	SI	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	96	53	18000	2	2	0	0	0	0	0	1	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Conservazione	Specialistico	210	35	50000	1	1	0	0	1	0	0	0	SI	NO	SI	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	70	188	32700	2	2	0	0	1	0	0	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	182	498	160000	3	3	0	0	8	8	4	2	NO	SI	SI	SI	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	133	1012	330000	4	4	0	0	0	0	0	1	NO	NO	NO	SI	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	140	85	83891	2	2	3	3	2	2	0	0	SI	NO	SI	SI	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	152	540	60000	2	2	0	0	2	2	15	10	SI	SI	SI	SI	SI	SI	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	90	265	15500	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	SI	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	20	120	12000	2	2	2	2	0	0	2	0	SI	NO	NO	SI	SI	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	38	35	45366	2	1	0	0	1	1	1	0	NO	NO	NO	SI	SI	NO	SI
Emilia_Romagna	Privata	Conservazione	Specialistico	120	1869	120000	5	5	2	0	0	0	0	0	SI	SI	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	170	50	20000	1	1	0	0	1	1	1	1	NO	NO	NO	SI	SI	SI	NO
Emilia_Romagna	Pubblica	Conservazione	Specialistico	68	230	14962	0	0	0	0	3	3	1	0	NO	NO	NO	NO	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	180	3	25000	0	0	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Pubblica_lettura	Multidisciplinare	211	452	950000	3	3	0	0	0	0	0	1	SI	NO	NO	NO	SI	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	200	60	22000	1	1	0	0	0	0	2	0	NO	NO	NO	SI	SI	NO	SI
Emilia_Romagna	Privata	Conservazione	Multidisciplinare	201	30	28765	2	0	2	0	0	0	2	1	NO	NO	NO	NO	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	189	69	21270	1	1	0	0	0	0	0	2	SI	NO	NO	NO	SI	SI	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	150	15	6500	1	1	0	0	0	0	0	0	SI	SI	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Conservazione	Multidisciplinare	20	10	1000	1	1	0	0	1	1	0	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Conservazione	Specialistico	85	20	300	1	0	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	60	20	8000	2	2	0	0	1	1	0	1	SI	NO	NO	SI	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	63	427	9000	1	1	0	0	0	0	0	0	SI	NO	SI	NO	SI	SI	SI
Emilia_Romagna	Privata	Conservazione	Specialistico	198	94	45000	1	1	0	0	0	0	0	0	SI	SI	NO	SI	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	140	4	6000	1	1	0	0	0	0	0	0	NO	SI	NO	NO	NO	SI	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	40	10	27000	0	0	0	0	0	0	20	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	108	117	8403	1	1	0	0	0	0	0	0	SI	NO	SI	NO	NO	NO	SI
Emilia_Romagna	Privata	Conservazione	Specialistico	196	20	500	1	1	1	1	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	183	161	15000	2	1	2	0	0	0	0	1	NO	SI	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	190	32	5000	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	147	93	17798	4	8	0	0	0	0	0	0	SI	SI	NO	NO	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	110	70	20000	2	2	0	0	1	1	12	2	SI	SI	SI	SI	SI	SI	NO
Emilia_Romagna	Privata	Conservazione	Specialistico	200	30	500	1	1	1	0	2	2	2	0	SI	SI	SI	NO	NO	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	69	38	7500	0	0	1	1	0	0	0	0	SI	NO	NO	NO	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	120	201	57632	2	2	0	0	1	1	4	2	SI	NO	SI	SI	SI	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	20	3	3500	1	1	0	0	1	1	0	0	NO	SI	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	210	80	13300	1	1	0	0	0	0	0	0	SI	NO	NO	NO	SI	SI	SI
Emilia_Romagna	Privata	Conservazione	Specialistico	45	35	3400	2	0	2	0	0	0	2	2	NO	NO	NO	NO	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	175	70	8100	3	3	1	1	1	1	1	1	SI	NO	NO	SI	SI	SI	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	180	30	9000	1	1	0	0	0	0	0	0	SI	SI	NO	NO	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Multidisciplinare	60	300	10000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	131	5765	58000	5	4	1	0	1	1	0	0	SI	SI	NO	SI	SI	NO	SI
Emilia_Romagna	Privata	Conservazione	Multidisciplinare	200	25	140000	3	3	0	0	0	0	1	0	SI	NO	NO	SI	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	152	504	82549	1	1	3	3	0	0	0	0	SI	SI	NO	SI	SI	SI	SI
Emilia_Romagna	Pubblica	Conservazione	Specialistico	27	158	32040	4	4	0	0	0	0	3	1	SI	SI	NO	SI	SI	NO	SI
Emilia_Romagna	Pubblica	Conservazione	Multidisciplinare	228	2096	1039331	26	23	0	0	0	1	0	0	SI	SI	NO	NO	SI	SI	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	122	10	3760	0	0	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Pubblica_lettura	Multidisciplinare	190	423	25719	1	1	2	2	0	0	2	0	NO	SI	NO	NO	SI	NO	SI
Emilia_Romagna	Privata	Conservazione	Specialistico	50	5	20000	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Conservazione	Multidisciplinare	120	50	25000	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Emilia_Romagna	Pubblica	Conservazione	Multidisciplinare	211	3982	1407002	19	16	0	0	0	5	0	0	SI	NO	NO	NO	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	50	20	1000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Conservazione	Specialistico	211	30	25000	1	1	0	0	0	0	0	0	SI	NO	NO	NO	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	211	30	8180	1	1	0	0	1	0	0	0	SI	NO	NO	NO	SI	NO	NO
Emilia_Romagna	Privata	Conservazione	Multidisciplinare	50	20	27511	0	0	0	0	2	2	4	1	SI	NO	NO	NO	SI	SI	SI
Emilia_Romagna	Pubblica	Pubblica_lettura	Multidisciplinare	16	50	5000	0	0	1	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	235	250	9610	1	1	0	0	0	0	0	1	SI	SI	NO	NO	NO	SI	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	235	92	21875	1	1	0	0	0	0	0	0	SI	SI	NO	NO	NO	NO	SI
Emilia_Romagna	Pubblica	Conservazione	Specialistico	142	2260	60676	1	1	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	235	237	26919	1	1	0	0	0	0	0	0	SI	SI	NO	NO	NO	NO	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	235	200	32468	2	2	2	2	0	0	0	0	SI	SI	NO	NO	NO	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	30	100	15000	0	0	0	0	2	2	0	2	SI	NO	NO	SI	SI	SI	NO
Emilia_Romagna	Privata	Servizi_specializzati	Multidisciplinare	30	50	3300	0	0	0	0	0	0	15	0	NO	NO	SI	NO	SI	NO	SI
Emilia_Romagna	Pubblica	Conservazione	Multidisciplinare	80	4	884	0	0	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	193	40	15500	2	2	0	0	0	0	0	0	SI	NO	NO	SI	SI	NO	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	70	20	7500	2	2	0	0	2	2	1	0	SI	NO	SI	SI	NO	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	140	323	85000	1	1	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	240	1214	29450	0	0	1	1	0	0	1	0	SI	SI	SI	NO	NO	SI	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	178	575	150000	6	6	0	0	1	1	0	0	SI	SI	NO	SI	SI	SI	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	69	62	10000	1	1	3	3	0	0	0	0	NO	NO	NO	NO	NO	SI	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	43	25	8135	0	0	0	0	0	0	0	0	SI	SI	NO	NO	SI	SI	SI
Emilia_Romagna	Pubblica	Conservazione	Multidisciplinare	81	200	6226	1	1	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	165	267	7696	1	1	0	0	0	0	0	0	SI	SI	SI	NO	SI	NO	SI
Emilia_Romagna	Privata	Conservazione	Specialistico	16	8	3500	1	1	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Conservazione	Multidisciplinare	246	11184	2787776	55	50	21	24	0	0	26	2	SI	SI	SI	SI	SI	SI	NO
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	185	188	18000	4	4	0	0	0	0	0	0	SI	NO	NO	SI	SI	NO	SI
Emilia_Romagna	Pubblica	Servizi_specializzati	Multidisciplinare	238	731	61200	4	3	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	179	34	325025	1	1	0	0	0	0	1	1	NO	SI	NO	SI	NO	NO	SI
Emilia_Romagna	Privata	Servizi_specializzati	Multidisciplinare	100	250	37000	6	6	0	0	4	5	2	1	SI	SI	SI	SI	SI	SI	SI
Emilia_Romagna	Privata	Servizi_specializzati	Specialistico	150	30	8860	1	1	0	0	0	0	2	0	NO	NO	NO	SI	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	216	5575	8000	3	3	0	0	0	0	0	0	SI	NO	NO	SI	SI	NO	NO
Emilia_Romagna	Pubblica	Servizi_specializzati	Specialistico	93	14	12200	1	1	0	0	0	0	0	0	NO	SI	NO	NO	NO	SI	SI
Emilia_Romagna	Privata	Conservazione	Specialistico	32	38	9400	0	0	0	0	0	0	4	0	SI	NO	NO	NO	NO	NO	NO
Emilia_Romagna	Pubblica	Conservazione	Specialistico	37	3	200	0	0	0	0	0	0	3	1	NO	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Pubblica	Conservazione	Multidisciplinare	222	878	454000	22	22	0	0	1	1	0	0	SI	SI	NO	NO	SI	NO	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Multidisciplinare	204	913	59993	3	3	1	1	1	1	0	0	SI	SI	SI	NO	SI	SI	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	40	20	5000	3	2	0	0	0	0	3	0	NO	NO	NO	SI	SI	NO	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Multidisciplinare	120	476	36502	1	1	1	1	1	1	1	0	SI	SI	SI	NO	SI	NO	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	57	150	13800	1	1	0	0	0	0	1	0	SI	NO	NO	NO	NO	NO	SI
Friuli_Venezia_Giulia	Pubblica	Pubblica_lettura	Multidisciplinare	98	122	14500	0	0	1	1	0	0	0	1	SI	NO	SI	NO	SI	SI	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Multidisciplinare	180	60	4090	1	1	0	0	0	0	15	0	SI	SI	SI	SI	SI	SI	NO
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	160	2400	88000	3	3	0	0	11	11	0	9	SI	SI	SI	SI	SI	SI	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	167	15	1135	1	1	0	0	1	1	2	0	NO	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Multidisciplinare	35	10	4915	0	0	0	0	1	1	0	0	NO	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	90	350	63200	2	2	0	0	0	0	0	0	SI	NO	NO	NO	SI	SI	NO
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Multidisciplinare	202	2083	506248	35	33	1	1	0	0	0	0	SI	SI	NO	SI	SI	SI	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	190	151	200797	3	3	0	0	0	0	1	0	NO	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Multidisciplinare	144	89	12285	3	3	0	0	0	0	0	0	NO	SI	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	120	19	24610	2	2	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	302	182	40000	1	1	0	0	5	5	1	1	SI	SI	NO	SI	SI	NO	SI
Friuli_Venezia_Giulia	Privata	Pubblica_lettura	Specialistico	80	6	4392	1	1	0	0	0	0	1	0	SI	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Privata	Pubblica_lettura	Multidisciplinare	70	10	12000	1	1	0	0	0	0	1	0	NO	NO	NO	SI	NO	NO	NO
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Multidisciplinare	219	99	6438	1	1	0	0	0	0	0	0	SI	SI	NO	SI	SI	SI	NO
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	44	151	26707	2	2	0	0	0	0	3	1	SI	SI	NO	NO	SI	NO	NO
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	200	2000	42000	5	5	0	0	0	0	0	0	SI	SI	NO	NO	SI	SI	SI
Friuli_Venezia_Giulia	Privata	Conservazione	Specialistico	35	15	5000	0	0	0	0	1	1	1	0	SI	NO	NO	NO	SI	NO	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	135	1707	8000	2	2	0	0	0	0	0	0	SI	SI	NO	NO	NO	SI	NO
Friuli_Venezia_Giulia	Privata	Conservazione	Specialistico	180	139	100000	2	2	0	0	1	1	0	0	SI	SI	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Pubblica	Pubblica_lettura	Specialistico	100	30	5000	1	1	0	0	0	0	0	0	SI	SI	NO	NO	SI	NO	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	100	50	12000	1	1	0	0	0	0	0	0	SI	SI	NO	NO	NO	NO	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	150	30	4612	0	0	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	102	65	2000	2	2	0	0	0	0	2	0	SI	NO	NO	SI	NO	SI	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	173	75	3000	3	3	0	0	0	0	3	0	SI	SI	NO	SI	SI	SI	SI
Friuli_Venezia_Giulia	Pubblica	Conservazione	Specialistico	126	40	27000	1	1	0	0	0	0	0	2	NO	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Pubblica	Pubblica_lettura	Multidisciplinare	182	1364	73008	6	7	1	1	0	0	2	0	SI	SI	SI	SI	SI	SI	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	67	180	48209	0	0	1	1	0	0	0	1	SI	SI	NO	NO	SI	SI	NO
Friuli_Venezia_Giulia	Pubblica	Pubblica_lettura	Multidisciplinare	215	2006	256917	14	14	11	11	0	0	0	0	SI	SI	SI	SI	SI	SI	SI
Friuli_Venezia_Giulia	Privata	Conservazione	Multidisciplinare	250	110	31519	1	1	2	2	0	0	0	0	SI	SI	NO	SI	SI	SI	NO
Friuli_Venezia_Giulia	Pubblica	Pubblica_lettura	Multidisciplinare	64	120	6634	0	0	0	0	0	0	2	0	NO	NO	NO	NO	NO	NO	NO
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	19	6	2455	0	0	1	1	0	0	0	0	NO	NO	NO	NO	NO	NO	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Multidisciplinare	60	20	9200	2	2	0	0	0	0	1	2	NO	SI	NO	NO	NO	SI	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	153	41	60000	0	0	1	1	0	0	0	0	SI	NO	SI	NO	SI	SI	SI
Friuli_Venezia_Giulia	Privata	Servizi_specializzati	Specialistico	190	200	36000	1	1	0	0	0	0	1	0	SI	NO	NO	SI	SI	SI	SI
Friuli_Venezia_Giulia	Privata	Conservazione	Specialistico	270	12	102000	2	4	0	0	0	0	0	0	SI	NO	NO	NO	NO	NO	SI
Friuli_Venezia_Giulia	Pubblica	Servizi_specializzati	Specialistico	41	220	26000	4	4	0	0	0	0	0	3	SI	SI	NO	NO	NO	SI	SI
Lazio	Pubblica	Conservazione	Multidisciplinare	20	10	1150	1	0	0	0	0	0	0	0	NO	NO	NO	NO	SI	NO	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	225	155	39533	4	4	0	0	0	0	0	0	NO	NO	NO	NO	NO	NO	NO
Lazio	Privata	Conservazione	Multidisciplinare	29	50	30000	2	2	1	1	1	0	1	0	SI	NO	NO	NO	NO	SI	NO
Lazio	Privata	Servizi_specializzati	Specialistico	78	108	20310	0	0	0	0	0	0	3	0	SI	NO	NO	SI	SI	SI	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	176	130	150000	3	3	0	0	0	0	1	0	SI	NO	NO	NO	NO	NO	NO
Lazio	Pubblica	Conservazione	Multidisciplinare	225	391	73632	5	5	0	0	0	0	0	0	NO	NO	SI	NO	NO	SI	NO
Lazio	Privata	Servizi_specializzati	Multidisciplinare	200	500	45000	1	1	0	0	2	2	1	2	SI	NO	SI	SI	SI	SI	SI
Lazio	Pubblica	Pubblica_lettura	Multidisciplinare	52	25	12000	0	0	0	0	1	1	8	0	NO	NO	SI	SI	NO	NO	NO
